Date,Control Point,Hong Kong Residents_Arrival,Mainland Visitors_Arrival,Other Visitors_Arrival,Hong Kong Residents_Departure,Mainland Visitors_Departure,Other Visitors_Departure
2021-05-12 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2021-05-12 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2021-05-13 00:00:00,Airport,314,2,15,734,5,26
2021-05-13 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2021-05-13 00:00:00,Hung Hom,0,0,0,0,0,0
2021-05-13 00:00:00,Lo Wu,0,0,0,0,0,0
2021-05-13 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2021-05-13 00:00:00,Heung Yuen Wai,0,0,0,0,0,0
2021-05-13 00:00:00,Hong Kong-Zhuhai-Macao Bridge,89,7,1,212,9,2
2021-05-13 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2021-05-13 00:00:00,Man Kam To,0,0,0,0,0,0
2021-05-13 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2021-05-13 00:00:00,Shenzhen Bay,812,59,2,843,89,2
2021-05-13 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2021-05-13 00:00:00,Harbour Control,0,0,0,0,0,0
2021-05-13 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2021-05-13 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2021-05-14 00:00:00,Airport,684,3,36,1043,16,45
2021-05-14 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2021-05-14 00:00:00,Hung Hom,0,0,0,0,0,0
2021-05-14 00:00:00,Lo Wu,0,0,0,0,0,0
2021-05-14 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2021-05-14 00:00:00,Heung Yuen Wai,0,0,0,0,0,0
2021-05-14 00:00:00,Hong Kong-Zhuhai-Macao Bridge,104,2,0,160,10,2
2021-05-14 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2021-05-14 00:00:00,Man Kam To,0,0,0,0,0,0
2021-05-14 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2021-05-14 00:00:00,Shenzhen Bay,852,100,4,856,83,2
2021-05-14 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2021-05-14 00:00:00,Harbour Control,0,0,0,0,0,0
2021-05-14 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2021-05-14 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2021-05-15 00:00:00,Airport,718,7,26,1049,10,27
2021-05-15 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2021-05-15 00:00:00,Hung Hom,0,0,0,0,0,0
2021-05-15 00:00:00,Lo Wu,0,0,0,0,0,0
2021-05-15 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2021-05-15 00:00:00,Heung Yuen Wai,0,0,0,0,0,0
2021-05-15 00:00:00,Hong Kong-Zhuhai-Macao Bridge,110,6,0,181,10,4
2021-05-15 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2021-05-15 00:00:00,Man Kam To,0,0,0,0,0,0
2021-05-15 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2021-05-15 00:00:00,Shenzhen Bay,1102,150,1,1064,138,3
2021-05-15 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2021-05-15 00:00:00,Harbour Control,0,0,0,0,0,0
2021-05-15 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2021-05-15 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2021-05-16 00:00:00,Airport,511,7,22,1090,10,66
2021-05-16 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2021-05-16 00:00:00,Hung Hom,0,0,0,0,0,0
2021-05-16 00:00:00,Lo Wu,0,0,0,0,0,0
2021-05-16 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2021-05-16 00:00:00,Heung Yuen Wai,0,0,0,0,0,0
2021-05-16 00:00:00,Hong Kong-Zhuhai-Macao Bridge,127,7,1,175,13,2
2021-05-16 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2021-05-16 00:00:00,Man Kam To,0,0,0,0,0,0
2021-05-16 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2021-05-16 00:00:00,Shenzhen Bay,1271,154,1,768,106,4
2021-05-16 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2021-05-16 00:00:00,Harbour Control,0,0,0,0,0,0
2021-05-16 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2021-05-16 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2021-05-17 00:00:00,Airport,245,5,6,536,0,68
2021-05-17 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2021-05-17 00:00:00,Hung Hom,0,0,0,0,0,0
2021-05-17 00:00:00,Lo Wu,0,0,0,0,0,0
2021-05-17 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2021-05-17 00:00:00,Heung Yuen Wai,0,0,0,0,0,0
2021-05-17 00:00:00,Hong Kong-Zhuhai-Macao Bridge,80,9,8,168,11,5
2021-05-17 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2021-05-17 00:00:00,Man Kam To,0,0,0,0,0,0
2021-05-17 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2021-05-17 00:00:00,Shenzhen Bay,779,188,0,955,102,0
2021-05-17 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2021-05-17 00:00:00,Harbour Control,0,0,0,0,0,0
2021-05-17 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2021-05-17 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2021-05-18 00:00:00,Airport,268,4,18,956,15,81
2021-05-18 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2021-05-18 00:00:00,Hung Hom,0,0,0,0,0,0
2021-05-18 00:00:00,Lo Wu,0,0,0,0,0,0
2021-05-18 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2021-05-18 00:00:00,Heung Yuen Wai,0,0,0,0,0,0
2021-05-18 00:00:00,Hong Kong-Zhuhai-Macao Bridge,89,6,4,227,14,3
2021-05-18 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2021-05-18 00:00:00,Man Kam To,0,0,0,0,0,0
2021-05-18 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2021-05-18 00:00:00,Shenzhen Bay,899,160,2,1061,173,1
2021-05-18 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2021-05-18 00:00:00,Harbour Control,0,0,0,0,0,0
2021-05-18 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2021-05-18 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2021-05-19 00:00:00,Airport,738,4,19,527,9,30
2021-05-19 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2021-05-19 00:00:00,Hung Hom,0,0,0,0,0,0
2021-05-19 00:00:00,Lo Wu,0,0,0,0,0,0
2021-05-19 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2021-05-19 00:00:00,Heung Yuen Wai,0,0,0,0,0,0
2021-05-19 00:00:00,Hong Kong-Zhuhai-Macao Bridge,90,2,5,148,14,1
2021-05-19 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2021-05-19 00:00:00,Man Kam To,0,0,0,0,0,0
2021-05-19 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2021-05-19 00:00:00,Shenzhen Bay,1023,113,3,972,122,1
2021-05-19 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2021-05-19 00:00:00,Harbour Control,0,0,0,0,0,0
2021-05-19 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2021-05-19 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2021-05-20 00:00:00,Airport,289,3,26,797,3,56
2021-05-20 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2021-05-20 00:00:00,Hung Hom,0,0,0,0,0,0
2021-05-20 00:00:00,Lo Wu,0,0,0,0,0,0
2021-05-20 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2021-05-20 00:00:00,Heung Yuen Wai,0,0,0,0,0,0
2021-05-20 00:00:00,Hong Kong-Zhuhai-Macao Bridge,114,3,37,198,11,3
2021-05-20 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2021-05-20 00:00:00,Man Kam To,0,0,0,0,0,0
2021-05-20 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2021-05-20 00:00:00,Shenzhen Bay,1067,98,1,819,91,3
2021-05-20 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2021-05-20 00:00:00,Harbour Control,0,0,0,0,0,0
2021-05-20 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2021-05-20 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2021-05-21 00:00:00,Airport,758,12,9,884,29,26
2021-05-21 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2021-05-21 00:00:00,Hung Hom,0,0,0,0,0,0
2021-05-21 00:00:00,Lo Wu,0,0,0,0,0,0
2021-05-21 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2021-05-21 00:00:00,Heung Yuen Wai,0,0,0,0,0,0
2021-05-21 00:00:00,Hong Kong-Zhuhai-Macao Bridge,101,4,3,206,13,0
2021-05-21 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2021-05-21 00:00:00,Man Kam To,0,0,0,0,0,0
2021-05-21 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2021-05-21 00:00:00,Shenzhen Bay,987,98,1,808,84,1
2021-05-21 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2021-05-21 00:00:00,Harbour Control,0,0,0,0,0,0
2021-05-21 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2021-05-21 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2021-05-22 00:00:00,Airport,695,4,5,864,11,17
2021-05-22 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2021-05-22 00:00:00,Hung Hom,0,0,0,0,0,0
2021-05-22 00:00:00,Lo Wu,0,0,0,0,0,0
2021-05-22 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2021-05-22 00:00:00,Heung Yuen Wai,0,0,0,0,0,0
2021-05-22 00:00:00,Hong Kong-Zhuhai-Macao Bridge,112,4,4,135,6,4
2021-05-22 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2021-05-22 00:00:00,Man Kam To,0,0,0,0,0,0
2021-05-22 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2021-05-22 00:00:00,Shenzhen Bay,1229,144,1,903,96,3
2021-05-22 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2021-05-22 00:00:00,Harbour Control,0,0,0,0,0,0
2021-05-22 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2021-05-22 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2021-05-23 00:00:00,Airport,658,6,15,890,1,28
2021-05-23 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2021-05-23 00:00:00,Hung Hom,0,0,0,0,0,0
2021-05-23 00:00:00,Lo Wu,0,0,0,0,0,0
2021-05-23 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2021-05-23 00:00:00,Heung Yuen Wai,0,0,0,0,0,0
2021-05-23 00:00:00,Hong Kong-Zhuhai-Macao Bridge,88,4,3,117,9,5
2021-05-23 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2021-05-23 00:00:00,Man Kam To,0,0,0,0,0,0
2021-05-23 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2021-05-23 00:00:00,Shenzhen Bay,902,134,3,579,80,2
2021-05-23 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2021-05-23 00:00:00,Harbour Control,0,0,0,0,0,0
2021-05-23 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2021-05-23 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2021-05-24 00:00:00,Airport,365,2,5,530,2,21
2021-05-24 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2021-05-24 00:00:00,Hung Hom,0,0,0,0,0,0
2021-05-24 00:00:00,Lo Wu,0,0,0,0,0,0
2021-05-24 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2021-05-24 00:00:00,Heung Yuen Wai,0,0,0,0,0,0
2021-05-24 00:00:00,Hong Kong-Zhuhai-Macao Bridge,91,4,2,142,9,1
2021-05-24 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2021-05-24 00:00:00,Man Kam To,0,0,0,0,0,0
2021-05-24 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2021-05-24 00:00:00,Shenzhen Bay,923,82,2,717,68,1
2021-05-24 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2021-05-24 00:00:00,Harbour Control,0,0,0,0,0,0
2021-05-24 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2021-05-24 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2021-05-25 00:00:00,Airport,320,7,2,843,7,39
2021-05-25 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2021-05-25 00:00:00,Hung Hom,0,0,0,0,0,0
2021-05-25 00:00:00,Lo Wu,0,0,0,0,0,0
2021-05-25 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2021-05-25 00:00:00,Heung Yuen Wai,0,0,0,0,0,0
2021-05-25 00:00:00,Hong Kong-Zhuhai-Macao Bridge,141,1,1,190,9,5
2021-05-25 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2021-05-25 00:00:00,Man Kam To,0,0,0,0,0,0
2021-05-25 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2021-05-25 00:00:00,Shenzhen Bay,1113,111,1,914,114,6
2021-05-25 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2021-05-25 00:00:00,Harbour Control,0,0,0,0,0,0
2021-05-25 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2021-05-25 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2021-05-26 00:00:00,Airport,649,4,27,610,4,43
2021-05-26 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2021-05-26 00:00:00,Hung Hom,0,0,0,0,0,0
2021-05-26 00:00:00,Lo Wu,0,0,0,0,0,0
2021-05-26 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2021-05-26 00:00:00,Heung Yuen Wai,0,0,0,0,0,0
2021-05-26 00:00:00,Hong Kong-Zhuhai-Macao Bridge,171,3,3,178,12,4
2021-05-26 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2021-05-26 00:00:00,Man Kam To,0,0,0,0,0,0
2021-05-26 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2021-05-26 00:00:00,Shenzhen Bay,1170,122,0,727,93,2
2021-05-26 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2021-05-26 00:00:00,Harbour Control,0,0,0,0,0,0
2021-05-26 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2021-05-26 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2021-05-27 00:00:00,Airport,143,10,10,840,5,80
2021-05-27 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2021-05-27 00:00:00,Hung Hom,0,0,0,0,0,0
2021-05-27 00:00:00,Lo Wu,0,0,0,0,0,0
2021-05-27 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2021-05-27 00:00:00,Heung Yuen Wai,0,0,0,0,0,0
2021-05-27 00:00:00,Hong Kong-Zhuhai-Macao Bridge,138,4,36,173,9,3
2021-05-27 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2021-05-27 00:00:00,Man Kam To,0,0,0,0,0,0
2021-05-27 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2021-05-27 00:00:00,Shenzhen Bay,979,133,3,670,83,3
2021-05-27 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2021-05-27 00:00:00,Harbour Control,0,0,0,0,0,0
2021-05-27 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2021-05-27 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2021-05-28 00:00:00,Airport,863,12,19,996,24,35
2021-05-28 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2021-05-28 00:00:00,Hung Hom,0,0,0,0,0,0
2021-05-28 00:00:00,Lo Wu,0,0,0,0,0,0
2021-05-28 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2021-05-28 00:00:00,Heung Yuen Wai,0,0,0,0,0,0
2021-05-28 00:00:00,Hong Kong-Zhuhai-Macao Bridge,157,11,4,212,11,0
2021-05-28 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2021-05-28 00:00:00,Man Kam To,0,0,0,0,0,0
2021-05-28 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2021-05-28 00:00:00,Shenzhen Bay,1256,124,4,743,80,4
2021-05-28 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2021-05-28 00:00:00,Harbour Control,0,0,0,0,0,0
2021-05-28 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2021-05-28 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2021-05-29 00:00:00,Airport,809,9,13,946,27,16
2021-05-29 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2021-05-29 00:00:00,Hung Hom,0,0,0,0,0,0
2021-05-29 00:00:00,Lo Wu,0,0,0,0,0,0
2021-05-29 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2021-05-29 00:00:00,Heung Yuen Wai,0,0,0,0,0,0
2021-05-29 00:00:00,Hong Kong-Zhuhai-Macao Bridge,121,5,5,161,18,1
2021-05-29 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2021-05-29 00:00:00,Man Kam To,0,0,0,0,0,0
2021-05-29 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2021-05-29 00:00:00,Shenzhen Bay,1048,125,0,677,83,3
2021-05-29 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2021-05-29 00:00:00,Harbour Control,0,0,0,0,0,0
2021-05-29 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2021-05-29 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2021-05-30 00:00:00,Airport,759,8,22,1115,9,56
2021-05-30 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2021-05-30 00:00:00,Hung Hom,0,0,0,0,0,0
2021-05-30 00:00:00,Lo Wu,0,0,0,0,0,0
2021-05-30 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2021-05-30 00:00:00,Heung Yuen Wai,0,0,0,0,0,0
2021-05-30 00:00:00,Hong Kong-Zhuhai-Macao Bridge,120,10,4,179,14,2
2021-05-30 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2021-05-30 00:00:00,Man Kam To,0,0,0,0,0,0
2021-05-30 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2021-05-30 00:00:00,Shenzhen Bay,1136,119,3,604,93,0
2021-05-30 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2021-05-30 00:00:00,Harbour Control,0,0,0,0,0,0
2021-05-30 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2021-05-30 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2021-05-31 00:00:00,Airport,377,3,4,899,4,34
2021-05-31 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2021-05-31 00:00:00,Hung Hom,0,0,0,0,0,0
2021-05-31 00:00:00,Lo Wu,0,0,0,0,0,0
2021-05-31 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2021-05-31 00:00:00,Heung Yuen Wai,0,0,0,0,0,0
2021-05-31 00:00:00,Hong Kong-Zhuhai-Macao Bridge,125,5,3,185,5,2
2021-05-31 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2021-05-31 00:00:00,Man Kam To,0,0,0,0,0,0
2021-05-31 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2021-05-31 00:00:00,Shenzhen Bay,971,77,1,754,82,0
2021-05-31 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2021-05-31 00:00:00,Harbour Control,0,0,0,0,0,0
2021-05-31 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2021-05-31 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2021-06-01 00:00:00,Airport,390,9,15,1420,18,56
2021-06-01 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2021-06-01 00:00:00,Hung Hom,0,0,0,0,0,0
2021-06-01 00:00:00,Lo Wu,0,0,0,0,0,0
2021-06-01 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2021-06-01 00:00:00,Heung Yuen Wai,0,0,0,0,0,0
2021-06-01 00:00:00,Hong Kong-Zhuhai-Macao Bridge,113,5,6,285,9,4
2021-06-01 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2021-06-01 00:00:00,Man Kam To,0,0,0,0,0,0
2021-06-01 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2021-06-01 00:00:00,Shenzhen Bay,907,130,2,980,102,2
2021-06-01 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2021-06-01 00:00:00,Harbour Control,0,0,0,0,0,0
2021-06-01 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2021-06-01 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2021-06-02 00:00:00,Airport,811,2,19,682,10,22
2021-06-02 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2021-06-02 00:00:00,Hung Hom,0,0,0,0,0,0
2021-06-02 00:00:00,Lo Wu,0,0,0,0,0,0
2021-06-02 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2021-06-02 00:00:00,Heung Yuen Wai,0,0,0,0,0,0
2021-06-02 00:00:00,Hong Kong-Zhuhai-Macao Bridge,118,3,9,221,16,3
2021-06-02 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2021-06-02 00:00:00,Man Kam To,0,0,0,0,0,0
2021-06-02 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2021-06-02 00:00:00,Shenzhen Bay,1020,102,1,733,99,1
2021-06-02 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2021-06-02 00:00:00,Harbour Control,0,0,0,0,0,0
2021-06-02 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2021-06-02 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2021-06-03 00:00:00,Airport,346,9,11,1201,22,23
2021-06-03 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2021-06-03 00:00:00,Hung Hom,0,0,0,0,0,0
2021-06-03 00:00:00,Lo Wu,0,0,0,0,0,0
2021-06-03 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2021-06-03 00:00:00,Heung Yuen Wai,0,0,0,0,0,0
2021-06-03 00:00:00,Hong Kong-Zhuhai-Macao Bridge,137,8,3,239,13,1
2021-06-03 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2021-06-03 00:00:00,Man Kam To,0,0,0,0,0,0
2021-06-03 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2021-06-03 00:00:00,Shenzhen Bay,960,137,4,727,129,3
2021-06-03 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2021-06-03 00:00:00,Harbour Control,0,0,0,0,0,0
2021-06-03 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2021-06-03 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2021-06-04 00:00:00,Airport,708,12,8,1088,16,31
2021-06-04 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2021-06-04 00:00:00,Hung Hom,0,0,0,0,0,0
2021-06-04 00:00:00,Lo Wu,0,0,0,0,0,0
2021-06-04 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2021-06-04 00:00:00,Heung Yuen Wai,0,0,0,0,0,0
2021-06-04 00:00:00,Hong Kong-Zhuhai-Macao Bridge,145,3,5,169,17,1
2021-06-04 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2021-06-04 00:00:00,Man Kam To,0,0,0,0,0,0
2021-06-04 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2021-06-04 00:00:00,Shenzhen Bay,831,96,4,646,109,1
2021-06-04 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2021-06-04 00:00:00,Harbour Control,0,0,0,0,0,0
2021-06-04 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2021-06-04 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2021-06-05 00:00:00,Airport,808,10,11,1015,27,23
2021-06-05 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2021-06-05 00:00:00,Hung Hom,0,0,0,0,0,0
2021-06-05 00:00:00,Lo Wu,0,0,0,0,0,0
2021-06-05 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2021-06-05 00:00:00,Heung Yuen Wai,0,0,0,0,0,0
2021-06-05 00:00:00,Hong Kong-Zhuhai-Macao Bridge,119,3,5,193,12,2
2021-06-05 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2021-06-05 00:00:00,Man Kam To,0,0,0,0,0,0
2021-06-05 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2021-06-05 00:00:00,Shenzhen Bay,943,153,1,625,108,2
2021-06-05 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2021-06-05 00:00:00,Harbour Control,0,0,0,0,0,0
2021-06-05 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2021-06-05 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2021-06-06 00:00:00,Airport,848,129,25,1007,17,31
2021-06-06 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2021-06-06 00:00:00,Hung Hom,0,0,0,0,0,0
2021-06-06 00:00:00,Lo Wu,0,0,0,0,0,0
2021-06-06 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2021-06-06 00:00:00,Heung Yuen Wai,0,0,0,0,0,0
2021-06-06 00:00:00,Hong Kong-Zhuhai-Macao Bridge,138,10,2,132,5,1
2021-06-06 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2021-06-06 00:00:00,Man Kam To,0,0,0,0,0,0
2021-06-06 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2021-06-06 00:00:00,Shenzhen Bay,887,183,2,563,109,1
2021-06-06 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2021-06-06 00:00:00,Harbour Control,0,0,0,0,0,0
2021-06-06 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2021-06-06 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2021-06-07 00:00:00,Airport,371,4,3,726,4,18
2021-06-07 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2021-06-07 00:00:00,Hung Hom,0,0,0,0,0,0
2021-06-07 00:00:00,Lo Wu,0,0,0,0,0,0
2021-06-07 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2021-06-07 00:00:00,Heung Yuen Wai,0,0,0,0,0,0
2021-06-07 00:00:00,Hong Kong-Zhuhai-Macao Bridge,103,5,4,142,6,3
2021-06-07 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2021-06-07 00:00:00,Man Kam To,0,0,0,0,0,0
2021-06-07 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2021-06-07 00:00:00,Shenzhen Bay,675,89,2,599,77,4
