Date,Control Point,Hong Kong Residents_Arrival,Mainland Visitors_Arrival,Other Visitors_Arrival,Hong Kong Residents_Departure,Mainland Visitors_Departure,Other Visitors_Departure
2020-04-27 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-04-27 00:00:00,Hong Kong-Zhuhai-Macao Bridge,33,2,1,36,1,3
2020-04-27 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-04-27 00:00:00,Man Kam To,0,0,0,0,0,0
2020-04-27 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-04-27 00:00:00,Shenzhen Bay,454,70,1,577,146,7
2020-04-27 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-04-27 00:00:00,Harbour Control,0,0,0,0,0,0
2020-04-27 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-04-27 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-04-28 00:00:00,Airport,464,0,64,160,1,50
2020-04-28 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-04-28 00:00:00,Hung Hom,0,0,0,0,0,0
2020-04-28 00:00:00,Lo Wu,0,0,0,0,0,0
2020-04-28 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-04-28 00:00:00,Hong Kong-Zhuhai-Macao Bridge,22,2,1,19,1,3
2020-04-28 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-04-28 00:00:00,Man Kam To,0,0,0,0,0,0
2020-04-28 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-04-28 00:00:00,Shenzhen Bay,341,49,1,176,25,3
2020-04-28 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-04-28 00:00:00,Harbour Control,0,0,0,0,0,0
2020-04-28 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-04-28 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-04-29 00:00:00,Airport,814,4,15,341,6,44
2020-04-29 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-04-29 00:00:00,Hung Hom,0,0,0,0,0,0
2020-04-29 00:00:00,Lo Wu,0,0,0,0,0,0
2020-04-29 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-04-29 00:00:00,Hong Kong-Zhuhai-Macao Bridge,24,2,0,18,1,1
2020-04-29 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-04-29 00:00:00,Man Kam To,0,0,0,0,0,0
2020-04-29 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-04-29 00:00:00,Shenzhen Bay,455,70,2,242,23,5
2020-04-29 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-04-29 00:00:00,Harbour Control,0,0,0,0,0,0
2020-04-29 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-04-29 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-04-30 00:00:00,Airport,747,5,48,254,17,31
2020-04-30 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-04-30 00:00:00,Hung Hom,0,0,0,0,0,0
2020-04-30 00:00:00,Lo Wu,0,0,0,0,0,0
2020-04-30 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-04-30 00:00:00,Hong Kong-Zhuhai-Macao Bridge,37,6,2,31,2,3
2020-04-30 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-04-30 00:00:00,Man Kam To,0,0,0,0,0,0
2020-04-30 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-04-30 00:00:00,Shenzhen Bay,827,114,2,348,70,4
2020-04-30 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-04-30 00:00:00,Harbour Control,0,0,0,0,0,0
2020-04-30 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-04-30 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-05-01 00:00:00,Airport,837,4,24,533,6,98
2020-05-01 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-05-01 00:00:00,Hung Hom,0,0,0,0,0,0
2020-05-01 00:00:00,Lo Wu,0,0,0,0,0,0
2020-05-01 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-05-01 00:00:00,Hong Kong-Zhuhai-Macao Bridge,35,5,1,17,1,1
2020-05-01 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-05-01 00:00:00,Man Kam To,0,0,0,0,0,0
2020-05-01 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-05-01 00:00:00,Shenzhen Bay,507,110,5,265,56,1
2020-05-01 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-05-01 00:00:00,Harbour Control,0,0,0,0,0,0
2020-05-01 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-05-01 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-05-02 00:00:00,Airport,452,6,39,352,4,72
2020-05-02 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-05-02 00:00:00,Hung Hom,0,0,0,0,0,0
2020-05-02 00:00:00,Lo Wu,0,0,0,0,0,0
2020-05-02 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-05-02 00:00:00,Hong Kong-Zhuhai-Macao Bridge,34,5,0,24,0,0
2020-05-02 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-05-02 00:00:00,Man Kam To,0,0,0,0,0,0
2020-05-02 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-05-02 00:00:00,Shenzhen Bay,534,89,0,220,27,3
2020-05-02 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-05-02 00:00:00,Harbour Control,0,0,0,0,0,0
2020-05-02 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-05-02 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-05-03 00:00:00,Airport,713,1,26,212,6,44
2020-05-03 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-05-03 00:00:00,Hung Hom,0,0,0,0,0,0
2020-05-03 00:00:00,Lo Wu,0,0,0,0,0,0
2020-05-03 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-05-03 00:00:00,Hong Kong-Zhuhai-Macao Bridge,38,1,7,10,2,4
2020-05-03 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-05-03 00:00:00,Man Kam To,0,0,0,0,0,0
2020-05-03 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-05-03 00:00:00,Shenzhen Bay,719,140,2,211,40,2
2020-05-03 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-05-03 00:00:00,Harbour Control,0,0,0,0,0,0
2020-05-03 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-05-03 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-05-04 00:00:00,Airport,770,10,19,251,4,161
2020-05-04 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-05-04 00:00:00,Hung Hom,0,0,0,0,0,0
2020-05-04 00:00:00,Lo Wu,0,0,0,0,0,0
2020-05-04 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-05-04 00:00:00,Hong Kong-Zhuhai-Macao Bridge,50,5,11,19,1,0
2020-05-04 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-05-04 00:00:00,Man Kam To,0,0,0,0,0,0
2020-05-04 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-05-04 00:00:00,Shenzhen Bay,629,79,4,288,33,6
2020-05-04 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-05-04 00:00:00,Harbour Control,0,0,0,0,0,0
2020-05-04 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-05-04 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-05-05 00:00:00,Airport,372,3,11,138,2,24
2020-05-05 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-05-05 00:00:00,Hung Hom,0,0,0,0,0,0
2020-05-05 00:00:00,Lo Wu,0,0,0,0,0,0
2020-05-05 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-05-05 00:00:00,Hong Kong-Zhuhai-Macao Bridge,49,6,2,29,0,2
2020-05-05 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-05-05 00:00:00,Man Kam To,0,0,0,0,0,0
2020-05-05 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-05-05 00:00:00,Shenzhen Bay,587,75,1,257,36,12
2020-05-05 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-05-05 00:00:00,Harbour Control,0,0,0,0,0,0
2020-05-05 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-05-05 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-05-06 00:00:00,Airport,496,4,13,313,9,30
2020-05-06 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-05-06 00:00:00,Hung Hom,0,0,0,0,0,0
2020-05-06 00:00:00,Lo Wu,0,0,0,0,0,0
2020-05-06 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-05-06 00:00:00,Hong Kong-Zhuhai-Macao Bridge,53,4,6,13,2,3
2020-05-06 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-05-06 00:00:00,Man Kam To,0,0,0,0,0,0
2020-05-06 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-05-06 00:00:00,Shenzhen Bay,754,79,1,287,43,7
2020-05-06 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-05-06 00:00:00,Harbour Control,0,0,0,0,0,0
2020-05-06 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-05-06 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-05-07 00:00:00,Airport,301,5,5,143,3,8
2020-05-07 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-05-07 00:00:00,Hung Hom,0,0,0,0,0,0
2020-05-07 00:00:00,Lo Wu,0,0,0,0,0,0
2020-05-07 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-05-07 00:00:00,Hong Kong-Zhuhai-Macao Bridge,52,0,2,21,3,0
2020-05-07 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-05-07 00:00:00,Man Kam To,0,0,0,0,0,0
2020-05-07 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-05-07 00:00:00,Shenzhen Bay,761,103,2,298,69,0
2020-05-07 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-05-07 00:00:00,Harbour Control,0,0,0,0,0,0
2020-05-07 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-05-07 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-05-08 00:00:00,Airport,1249,13,35,371,9,49
2020-05-08 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-05-08 00:00:00,Hung Hom,0,0,0,0,0,0
2020-05-08 00:00:00,Lo Wu,0,0,0,0,0,0
2020-05-08 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-05-08 00:00:00,Hong Kong-Zhuhai-Macao Bridge,153,7,9,46,1,6
2020-05-08 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-05-08 00:00:00,Man Kam To,0,0,0,0,0,0
2020-05-08 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-05-08 00:00:00,Shenzhen Bay,1045,137,4,348,67,2
2020-05-08 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-05-08 00:00:00,Harbour Control,0,0,0,0,0,0
2020-05-08 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-05-08 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-05-09 00:00:00,Airport,560,6,63,260,14,28
2020-05-09 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-05-09 00:00:00,Hung Hom,0,0,0,0,0,0
2020-05-09 00:00:00,Lo Wu,0,0,0,0,0,0
2020-05-09 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-05-09 00:00:00,Hong Kong-Zhuhai-Macao Bridge,144,7,4,43,5,1
2020-05-09 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-05-09 00:00:00,Man Kam To,0,0,0,0,0,0
2020-05-09 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-05-09 00:00:00,Shenzhen Bay,1056,156,5,237,38,3
2020-05-09 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-05-09 00:00:00,Harbour Control,0,0,0,0,0,0
2020-05-09 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-05-09 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-05-10 00:00:00,Airport,923,7,41,254,7,42
2020-05-10 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-05-10 00:00:00,Hung Hom,0,0,0,0,0,0
2020-05-10 00:00:00,Lo Wu,0,0,0,0,0,0
2020-05-10 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-05-10 00:00:00,Hong Kong-Zhuhai-Macao Bridge,126,6,5,33,1,3
2020-05-10 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-05-10 00:00:00,Man Kam To,0,0,0,0,0,0
2020-05-10 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-05-10 00:00:00,Shenzhen Bay,1783,201,4,233,43,5
2020-05-10 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-05-10 00:00:00,Harbour Control,0,0,0,0,0,0
2020-05-10 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-05-10 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-05-11 00:00:00,Airport,797,7,30,195,8,25
2020-05-11 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-05-11 00:00:00,Hung Hom,0,0,0,0,0,0
2020-05-11 00:00:00,Lo Wu,0,0,0,0,0,0
2020-05-11 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-05-11 00:00:00,Hong Kong-Zhuhai-Macao Bridge,167,3,7,34,3,5
2020-05-11 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-05-11 00:00:00,Man Kam To,0,0,0,0,0,0
2020-05-11 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-05-11 00:00:00,Shenzhen Bay,1886,175,6,454,52,2
2020-05-11 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-05-11 00:00:00,Harbour Control,0,0,0,0,0,0
2020-05-11 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-05-11 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-05-12 00:00:00,Airport,452,5,33,146,7,34
2020-05-12 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-05-12 00:00:00,Hung Hom,0,0,0,0,0,0
2020-05-12 00:00:00,Lo Wu,0,0,0,0,0,0
2020-05-12 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-05-12 00:00:00,Hong Kong-Zhuhai-Macao Bridge,180,6,6,28,0,0
2020-05-12 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-05-12 00:00:00,Man Kam To,0,0,0,0,0,0
2020-05-12 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-05-12 00:00:00,Shenzhen Bay,1906,184,6,278,36,9
2020-05-12 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-05-12 00:00:00,Harbour Control,0,0,0,0,0,0
2020-05-12 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-05-12 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-05-13 00:00:00,Airport,600,13,24,368,10,77
2020-05-13 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-05-13 00:00:00,Hung Hom,0,0,0,0,0,0
2020-05-13 00:00:00,Lo Wu,0,0,0,0,0,0
2020-05-13 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-05-13 00:00:00,Hong Kong-Zhuhai-Macao Bridge,118,5,1,35,0,4
2020-05-13 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-05-13 00:00:00,Man Kam To,0,0,0,0,0,0
2020-05-13 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-05-13 00:00:00,Shenzhen Bay,1149,112,8,265,66,1
2020-05-13 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-05-13 00:00:00,Harbour Control,0,0,0,0,0,0
2020-05-13 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-05-13 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-05-14 00:00:00,Airport,597,3,32,187,2,41
2020-05-14 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-05-14 00:00:00,Hung Hom,0,0,0,0,0,0
2020-05-14 00:00:00,Lo Wu,0,0,0,0,0,0
2020-05-14 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-05-14 00:00:00,Hong Kong-Zhuhai-Macao Bridge,119,5,11,41,0,5
2020-05-14 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-05-14 00:00:00,Man Kam To,0,0,0,0,0,0
2020-05-14 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-05-14 00:00:00,Shenzhen Bay,777,122,4,298,41,29
2020-05-14 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-05-14 00:00:00,Harbour Control,0,0,0,0,0,0
2020-05-14 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-05-14 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-05-15 00:00:00,Airport,939,3,31,251,3,60
2020-05-15 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-05-15 00:00:00,Hung Hom,0,0,0,0,0,0
2020-05-15 00:00:00,Lo Wu,0,0,0,0,0,0
2020-05-15 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-05-15 00:00:00,Hong Kong-Zhuhai-Macao Bridge,102,9,8,51,5,9
2020-05-15 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-05-15 00:00:00,Man Kam To,0,0,0,0,0,0
2020-05-15 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-05-15 00:00:00,Shenzhen Bay,885,133,5,293,55,1
2020-05-15 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-05-15 00:00:00,Harbour Control,0,0,0,0,0,0
2020-05-15 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-05-15 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-05-16 00:00:00,Airport,891,13,149,337,5,77
2020-05-16 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-05-16 00:00:00,Hung Hom,0,0,0,0,0,0
2020-05-16 00:00:00,Lo Wu,0,0,0,0,0,0
2020-05-16 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-05-16 00:00:00,Hong Kong-Zhuhai-Macao Bridge,80,6,7,46,3,3
2020-05-16 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-05-16 00:00:00,Man Kam To,0,0,0,0,0,0
2020-05-16 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-05-16 00:00:00,Shenzhen Bay,950,155,9,311,45,3
2020-05-16 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-05-16 00:00:00,Harbour Control,0,0,0,0,0,0
2020-05-16 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-05-16 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-05-17 00:00:00,Airport,873,6,55,221,7,61
2020-05-17 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-05-17 00:00:00,Hung Hom,0,0,0,0,0,0
2020-05-17 00:00:00,Lo Wu,0,0,0,0,0,0
2020-05-17 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-05-17 00:00:00,Hong Kong-Zhuhai-Macao Bridge,110,5,3,30,4,1
2020-05-17 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-05-17 00:00:00,Man Kam To,0,0,0,0,0,0
2020-05-17 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-05-17 00:00:00,Shenzhen Bay,1169,182,10,195,40,1
2020-05-17 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-05-17 00:00:00,Harbour Control,0,0,0,0,0,0
2020-05-17 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-05-17 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-05-18 00:00:00,Airport,997,6,39,261,9,62
2020-05-18 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-05-18 00:00:00,Hung Hom,0,0,0,0,0,0
2020-05-18 00:00:00,Lo Wu,0,0,0,0,0,0
2020-05-18 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-05-18 00:00:00,Hong Kong-Zhuhai-Macao Bridge,84,6,14,26,0,2
2020-05-18 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-05-18 00:00:00,Man Kam To,0,0,0,0,0,0
2020-05-18 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-05-18 00:00:00,Shenzhen Bay,938,125,13,348,39,2
2020-05-18 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-05-18 00:00:00,Harbour Control,0,0,0,0,0,0
2020-05-18 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-05-18 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-05-19 00:00:00,Airport,385,0,14,144,2,18
2020-05-19 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-05-19 00:00:00,Hung Hom,0,0,0,0,0,0
2020-05-19 00:00:00,Lo Wu,0,0,0,0,0,0
2020-05-19 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-05-19 00:00:00,Hong Kong-Zhuhai-Macao Bridge,68,5,10,20,1,1
2020-05-19 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-05-19 00:00:00,Man Kam To,0,0,0,0,0,0
2020-05-19 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-05-19 00:00:00,Shenzhen Bay,889,115,8,454,37,5
2020-05-19 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-05-19 00:00:00,Harbour Control,0,0,0,0,0,0
2020-05-19 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-05-19 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-05-20 00:00:00,Airport,787,5,20,230,8,26
2020-05-20 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-05-20 00:00:00,Hung Hom,0,0,0,0,0,0
2020-05-20 00:00:00,Lo Wu,0,0,0,0,0,0
2020-05-20 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-05-20 00:00:00,Hong Kong-Zhuhai-Macao Bridge,70,9,6,22,3,1
2020-05-20 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-05-20 00:00:00,Man Kam To,0,0,0,0,0,0
2020-05-20 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-05-20 00:00:00,Shenzhen Bay,1019,135,13,262,41,1
2020-05-20 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-05-20 00:00:00,Harbour Control,0,0,0,0,0,0
2020-05-20 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-05-20 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-05-21 00:00:00,Airport,474,8,30,147,8,32
2020-05-21 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-05-21 00:00:00,Hung Hom,0,0,0,0,0,0
2020-05-21 00:00:00,Lo Wu,0,0,0,0,0,0
2020-05-21 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-05-21 00:00:00,Hong Kong-Zhuhai-Macao Bridge,106,4,5,23,1,2
2020-05-21 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-05-21 00:00:00,Man Kam To,0,0,0,0,0,0
2020-05-21 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-05-21 00:00:00,Shenzhen Bay,1121,127,9,256,79,1
2020-05-21 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-05-21 00:00:00,Harbour Control,0,0,0,0,0,0
2020-05-21 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-05-21 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-05-22 00:00:00,Airport,1089,7,31,336,4,55
2020-05-22 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-05-22 00:00:00,Hung Hom,0,0,0,0,0,0
2020-05-22 00:00:00,Lo Wu,0,0,0,0,0,0
2020-05-22 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-05-22 00:00:00,Hong Kong-Zhuhai-Macao Bridge,69,4,4,31,1,1
2020-05-22 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-05-22 00:00:00,Man Kam To,0,0,0,0,0,0
2020-05-22 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-05-22 00:00:00,Shenzhen Bay,1121,154,17,300,70,1
2020-05-22 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-05-22 00:00:00,Harbour Control,0,0,0,0,0,0
2020-05-22 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-05-22 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-05-23 00:00:00,Airport,534,5,102,202,12,35
2020-05-23 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-05-23 00:00:00,Hung Hom,0,0,0,0,0,0
2020-05-23 00:00:00,Lo Wu,0,0,0,0,0,0
2020-05-23 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-05-23 00:00:00,Hong Kong-Zhuhai-Macao Bridge,118,12,3,10,1,6
2020-05-23 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-05-23 00:00:00,Man Kam To,0,0,0,0,0,0
2020-05-23 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-05-23 00:00:00,Shenzhen Bay,1802,270,11,210,39,11
2020-05-23 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-05-23 00:00:00,Harbour Control,0,0,0,0,0,0
2020-05-23 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-05-23 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-05-24 00:00:00,Airport,1048,10,38,237,9,40
2020-05-24 00:00:00,Express Rail Link West Kowloon,0,0,0,0,0,0
2020-05-24 00:00:00,Hung Hom,0,0,0,0,0,0
2020-05-24 00:00:00,Lo Wu,0,0,0,0,0,0
2020-05-24 00:00:00,Lok Ma Chau Spur Line,0,0,0,0,0,0
2020-05-24 00:00:00,Hong Kong-Zhuhai-Macao Bridge,123,15,2,27,0,2
2020-05-24 00:00:00,Lok Ma Chau,0,0,0,0,0,0
2020-05-24 00:00:00,Man Kam To,0,0,0,0,0,0
2020-05-24 00:00:00,Sha Tau Kok,0,0,0,0,0,0
2020-05-24 00:00:00,Shenzhen Bay,2458,439,14,210,35,3
2020-05-24 00:00:00,China Ferry Terminal,0,0,0,0,0,0
2020-05-24 00:00:00,Harbour Control,0,0,0,0,0,0
2020-05-24 00:00:00,Kai Tak Cruise Terminal,0,0,0,0,0,0
2020-05-24 00:00:00,Macau Ferry Terminal,0,0,0,0,0,0
2020-05-25 00:00:00,Airport,673,6,46,156,4,23
